resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,delta
R151,JOB010,R151_CF_COLLEGE,college,Indian Institute of Technology Madras,0.469054,0.468965,-8.900000000000574e-05
R151,JOB010,R151_CF_CITY,city,Mumbai,0.469054,0.468795,-0.0002590000000000092
R151,JOB010,R151_CF_AGE,age,37,0.469054,0.469054,0.0
R151,JOB010,R151_CF_EXPERIENCE,experience,108,0.469054,0.469054,0.0
R152,JOB010,R152_CF_NAME,name,Vikram Reddy,0.471933,0.472612,0.0006789999999999852
R152,JOB010,R152_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.471933,0.471077,-0.0008559999999999679
R152,JOB010,R152_CF_CITY,city,Chennai,0.471933,0.473199,0.0012659999999999894
R152,JOB010,R152_CF_AGE,age,37,0.471933,0.471933,0.0
R152,JOB010,R152_CF_EXPERIENCE,experience,108,0.471933,0.471933,0.0
R153,JOB022,R153_CF_NAME,name,Rohan Gupta,0.515884,0.512935,-0.0029489999999999794
R153,JOB022,R153_CF_COLLEGE,college,NIT Tiruchirappalli,0.515884,0.509635,-0.00624900000000006
R153,JOB022,R153_CF_CITY,city,Pune,0.515884,0.512694,-0.003190000000000026
R153,JOB022,R153_CF_DEGREE,degree,LLM,0.515884,0.444559,-0.07132500000000003
R153,JOB022,R153_CF_COURSE,course,Mechanical Engineering,0.515884,0.512532,-0.0033520000000000216
R153,JOB022,R153_CF_AGE,age,36,0.515884,0.515753,-0.00013099999999999223
R153,JOB022,R153_CF_EXPERIENCE,experience,120,0.515884,0.515443,-0.0004410000000000247
R154,JOB013,R154_CF_NAME,name,Priya Nair,0.404757,0.403227,-0.0015299999999999758
R154,JOB013,R154_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.404757,0.405252,0.0004950000000000232
R154,JOB013,R154_CF_CITY,city,Ahmedabad,0.404757,0.40488,0.00012300000000003974
R154,JOB013,R154_CF_DEGREE,degree,Diploma,0.404757,0.412,0.0072429999999999994
R154,JOB013,R154_CF_COURSE,course,Commerce,0.404757,0.480068,0.07531100000000002
R154,JOB013,R154_CF_AGE,age,36,0.404757,0.410011,0.005254000000000036
R154,JOB013,R154_CF_EXPERIENCE,experience,108,0.404757,0.410058,0.005301
R155,JOB013,R155_CF_NAME,name,Ananya Iyer,0.491422,0.489111,-0.0023110000000000075
R155,JOB013,R155_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.491422,0.489287,-0.002134999999999998
R155,JOB013,R155_CF_CITY,city,Kolkata,0.491422,0.489119,-0.0023029999999999995
R155,JOB013,R155_CF_DEGREE,degree,M.Com,0.491422,0.472235,-0.01918700000000001
R155,JOB013,R155_CF_COURSE,course,Electronics & Communication,0.491422,0.490872,-0.0005500000000000504
R155,JOB013,R155_CF_AGE,age,34,0.491422,0.490959,-0.0004630000000000467
R155,JOB013,R155_CF_EXPERIENCE,experience,60,0.491422,0.492455,0.0010329999999999506
R156,JOB015,R156_CF_NAME,name,Arjun Sharma,0.473368,0.473128,-0.00024000000000001798
R156,JOB015,R156_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.473368,0.474561,0.0011929999999999996
R156,JOB015,R156_CF_CITY,city,Delhi,0.473368,0.47296,-0.00040800000000001946
R156,JOB015,R156_CF_DEGREE,degree,B.E.,0.473368,0.402812,-0.07055600000000001
R156,JOB015,R156_CF_COURSE,course,Law,0.473368,0.473577,0.00020900000000001473
R156,JOB015,R156_CF_AGE,age,38,0.473368,0.4734,3.199999999997649e-05
R156,JOB015,R156_CF_EXPERIENCE,experience,144,0.473368,0.4734,3.199999999997649e-05
R157,JOB011,R157_CF_NAME,name,Aditya Verma,0.560383,0.559981,-0.00040200000000001346
R157,JOB011,R157_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.560383,0.559144,-0.0012389999999999901
R157,JOB011,R157_CF_CITY,city,Mumbai,0.560383,0.560239,-0.00014399999999992197
R157,JOB011,R157_CF_DEGREE,degree,B.Com,0.560383,0.559566,-0.0008169999999999566
R157,JOB011,R157_CF_COURSE,course,Law,0.560383,0.489795,-0.07058799999999998
R157,JOB011,R157_CF_AGE,age,40,0.560383,0.560383,0.0
R157,JOB011,R157_CF_EXPERIENCE,experience,108,0.560383,0.560383,0.0
R158,JOB009,R158_CF_NAME,name,Neha Kapoor,0.657818,0.656001,-0.0018170000000000686
R158,JOB009,R158_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.657818,0.657869,5.100000000002325e-05
R158,JOB009,R158_CF_CITY,city,Mumbai,0.657818,0.658095,0.0002769999999999717
R158,JOB009,R158_CF_DEGREE,degree,B.Sc,0.657818,0.58723,-0.07058799999999998
R158,JOB009,R158_CF_COURSE,course,Human Resources,0.657818,0.587142,-0.07067599999999996
R158,JOB009,R158_CF_AGE,age,41,0.657818,0.657818,0.0
R158,JOB009,R158_CF_EXPERIENCE,experience,108,0.657818,0.657828,9.99999999995449e-06
R159,JOB001,R159_CF_NAME,name,Neha Kapoor,0.467569,0.460822,-0.006747000000000003
R159,JOB001,R159_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.467569,0.468018,0.0004489999999999772
R159,JOB001,R159_CF_CITY,city,Pune,0.467569,0.466782,-0.0007870000000000377
R159,JOB001,R159_CF_DEGREE,degree,B.Sc,0.467569,0.470136,0.002566999999999986
R159,JOB001,R159_CF_COURSE,course,Human Resources,0.467569,0.467458,-0.00011100000000002774
R159,JOB001,R159_CF_AGE,age,32,0.467569,0.466575,-0.0009939999999999949
R159,JOB001,R159_CF_EXPERIENCE,experience,63,0.467569,0.468142,0.0005729999999999902
R160,JOB016,R160_CF_NAME,name,Karan Mehta,0.622568,0.621997,-0.0005709999999999882
R160,JOB016,R160_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.622568,0.623109,0.0005410000000000137
R160,JOB016,R160_CF_CITY,city,Hyderabad,0.622568,0.62325,0.0006819999999999604
R160,JOB016,R160_CF_DEGREE,degree,BBA,0.622568,0.551683,-0.07088499999999998
R160,JOB016,R160_CF_COURSE,course,Electrical and Electronics Engineering,0.622568,0.551511,-0.07105700000000004
R160,JOB016,R160_CF_AGE,age,35,0.622568,0.622568,0.0
R160,JOB016,R160_CF_EXPERIENCE,experience,70,0.622568,0.622568,0.0
R161,JOB011,R161_CF_NAME,name,Divya Rao,0.574578,0.575104,0.0005259999999999154
R161,JOB011,R161_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.574578,0.576615,0.0020369999999999555
R161,JOB011,R161_CF_CITY,city,Ahmedabad,0.574578,0.575196,0.0006180000000000074
R161,JOB011,R161_CF_DEGREE,degree,B.A,0.574578,0.50399,-0.07058799999999998
R161,JOB011,R161_CF_COURSE,course,Computer Engineering,0.574578,0.574578,0.0
R161,JOB011,R161_CF_AGE,age,30,0.574578,0.574578,0.0
R161,JOB011,R161_CF_EXPERIENCE,experience,48,0.574578,0.574456,-0.0001220000000000665
R162,JOB009,R162_CF_NAME,name,Rohan Gupta,0.44846,0.449155,0.0006950000000000012
R162,JOB009,R162_CF_COLLEGE,college,NIT Tiruchirappalli,0.44846,0.448976,0.0005159999999999609
R162,JOB009,R162_CF_CITY,city,Kolkata,0.44846,0.448169,-0.0002910000000000412
R162,JOB009,R162_CF_DEGREE,degree,Bachelor,0.44846,0.379975,-0.06848500000000002
R162,JOB009,R162_CF_AGE,age,34,0.44846,0.44846,0.0
R162,JOB009,R162_CF_EXPERIENCE,experience,60,0.44846,0.44846,0.0
R163,JOB014,R163_CF_NAME,name,Ananya Iyer,0.429824,0.429223,-0.0006009999999999627
R163,JOB014,R163_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.429824,0.430771,0.0009470000000000312
R163,JOB014,R163_CF_CITY,city,Bangalore,0.429824,0.429491,-0.0003329999999999722
R163,JOB014,R163_CF_AGE,age,34,0.429824,0.429519,-0.0003049999999999997
R163,JOB014,R163_CF_EXPERIENCE,experience,61,0.429824,0.42925,-0.0005739999999999634
R164,JOB010,R164_CF_NAME,name,Ananya Iyer,0.472364,0.472542,0.00017800000000001148
R164,JOB010,R164_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.472364,0.477726,0.005361999999999978
R164,JOB010,R164_CF_CITY,city,Delhi,0.472364,0.476925,0.004560999999999982
R164,JOB010,R164_CF_DEGREE,degree,MBA,0.472364,0.479118,0.006753999999999982
R164,JOB010,R164_CF_COURSE,course,Electronics,0.472364,0.404509,-0.067855
R164,JOB010,R164_CF_AGE,age,32,0.472364,0.477312,0.004948000000000008
R164,JOB010,R164_CF_EXPERIENCE,experience,63,0.472364,0.478152,0.005788000000000015
R165,JOB015,R165_CF_NAME,name,Ishita Chopra,0.480826,0.481527,0.0007010000000000072
R165,JOB015,R165_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.480826,0.482848,0.0020220000000000238
R165,JOB015,R165_CF_CITY,city,Mumbai,0.480826,0.481051,0.00022500000000003073
R165,JOB015,R165_CF_COURSE,course,Electronics,0.480826,0.408915,-0.071911
R165,JOB015,R165_CF_AGE,age,41,0.480826,0.483129,0.0023029999999999995
R165,JOB015,R165_CF_EXPERIENCE,experience,144,0.480826,0.483175,0.0023490000000000455
R166,JOB023,R166_CF_NAME,name,Aditya Verma,0.48694,0.481468,-0.005471999999999977
R166,JOB023,R166_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.48694,0.484076,-0.0028639999999999777
R166,JOB023,R166_CF_CITY,city,Pune,0.48694,0.485553,-0.0013869999999999716
R166,JOB023,R166_CF_DEGREE,degree,BCA,0.48694,0.415025,-0.071915
R166,JOB023,R166_CF_COURSE,course,Sociology,0.48694,0.486719,-0.00022099999999997122
R166,JOB023,R166_CF_AGE,age,39,0.48694,0.486724,-0.00021599999999999397
R166,JOB023,R166_CF_EXPERIENCE,experience,84,0.48694,0.486885,-5.499999999997174e-05
R167,JOB012,R167_CF_NAME,name,Aditya Verma,0.544032,0.546344,0.0023120000000000918
R167,JOB012,R167_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.544032,0.547801,0.0037690000000000223
R167,JOB012,R167_CF_CITY,city,Pune,0.544032,0.543113,-0.0009190000000000031
R167,JOB012,R167_CF_DEGREE,degree,M.Tech,0.544032,0.544032,0.0
R167,JOB012,R167_CF_COURSE,course,Electrical Engineering,0.544032,0.55846,0.014427999999999996
R167,JOB012,R167_CF_AGE,age,31,0.544032,0.544032,0.0
R167,JOB012,R167_CF_EXPERIENCE,experience,27,0.544032,0.544032,0.0
R168,JOB023,R168_CF_NAME,name,Neha Kapoor,0.540334,0.535873,-0.004460999999999937
R168,JOB023,R168_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.540334,0.539957,-0.0003769999999999607
R168,JOB023,R168_CF_CITY,city,Ahmedabad,0.540334,0.537738,-0.0025959999999999317
R168,JOB023,R168_CF_DEGREE,degree,M.Sc,0.540334,0.472253,-0.068081
R168,JOB023,R168_CF_COURSE,course,Data Science,0.540334,0.470026,-0.07030799999999998
R168,JOB023,R168_CF_AGE,age,46,0.540334,0.540558,0.00022400000000000198
R168,JOB023,R168_CF_EXPERIENCE,experience,132,0.540334,0.540945,0.0006110000000000282
R169,JOB024,R169_CF_NAME,name,Vikram Reddy,0.484432,0.480308,-0.004123999999999961
R169,JOB024,R169_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.484432,0.482798,-0.0016339999999999688
R169,JOB024,R169_CF_CITY,city,Kolkata,0.484432,0.483068,-0.0013639999999999763
R169,JOB024,R169_CF_DEGREE,degree,B.A. LL.B.,0.484432,0.426839,-0.05759299999999995
R169,JOB024,R169_CF_AGE,age,32,0.484432,0.487095,0.0026630000000000265
R169,JOB024,R169_CF_EXPERIENCE,experience,60,0.484432,0.486475,0.002043000000000017
R170,JOB015,R170_CF_NAME,name,Vikram Reddy,0.47279,0.473029,0.00023899999999998922
R170,JOB015,R170_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.47279,0.472959,0.00016900000000003024
R170,JOB015,R170_CF_CITY,city,Delhi,0.47279,0.47223,-0.0005600000000000049
R170,JOB015,R170_CF_DEGREE,degree,LLM,0.47279,0.402202,-0.07058799999999998
R170,JOB015,R170_CF_COURSE,course,Economics,0.47279,0.472682,-0.00010799999999999699
R170,JOB015,R170_CF_AGE,age,37,0.47279,0.47279,0.0
R170,JOB015,R170_CF_EXPERIENCE,experience,144,0.47279,0.47279,0.0
R171,JOB023,R171_CF_NAME,name,Rohan Gupta,0.482871,0.480896,-0.0019750000000000045
R171,JOB023,R171_CF_COLLEGE,college,NIT Tiruchirappalli,0.482871,0.47295,-0.009921000000000013
R171,JOB023,R171_CF_CITY,city,Delhi,0.482871,0.477925,-0.004946000000000006
R171,JOB023,R171_CF_DEGREE,degree,Diploma,0.482871,0.407007,-0.07586399999999999
R171,JOB023,R171_CF_COURSE,course,Biotechnology,0.482871,0.473797,-0.009073999999999971
R171,JOB023,R171_CF_AGE,age,37,0.482871,0.482013,-0.0008579999999999699
R171,JOB023,R171_CF_EXPERIENCE,experience,84,0.482871,0.48415,0.0012790000000000301
R172,JOB022,R172_CF_NAME,name,Priya Nair,0.629248,0.629019,-0.00022900000000003473
R172,JOB022,R172_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.629248,0.628524,-0.0007240000000000579
R172,JOB022,R172_CF_CITY,city,Mumbai,0.629248,0.62874,-0.000508000000000064
R172,JOB022,R172_CF_DEGREE,degree,M.Com,0.629248,0.558014,-0.07123400000000002
R172,JOB022,R172_CF_COURSE,course,Finance,0.629248,0.557703,-0.07154500000000008
R172,JOB022,R172_CF_AGE,age,36,0.629248,0.628602,-0.0006460000000000354
R172,JOB022,R172_CF_EXPERIENCE,experience,120,0.629248,0.628602,-0.0006460000000000354
R173,JOB001,R173_CF_NAME,name,Ishita Chopra,0.490202,0.488194,-0.0020080000000000098
R173,JOB001,R173_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.490202,0.489124,-0.0010780000000000234
R173,JOB001,R173_CF_CITY,city,Pune,0.490202,0.492244,0.0020419999999999883
R173,JOB001,R173_CF_DEGREE,degree,B.E.,0.490202,0.495042,0.0048399999999999554
R173,JOB001,R173_CF_COURSE,course,Criminology,0.490202,0.398831,-0.09137100000000004
R173,JOB001,R173_CF_AGE,age,36,0.490202,0.492608,0.0024059999999999637
R173,JOB001,R173_CF_EXPERIENCE,experience,108,0.490202,0.493416,0.0032139999999999946
R174,JOB015,R174_CF_NAME,name,Ishita Chopra,0.476471,0.477226,0.0007550000000000057
R174,JOB015,R174_CF_COLLEGE,college,BITS Pilani,0.476471,0.47737,0.0008990000000000387
R174,JOB015,R174_CF_CITY,city,Pune,0.476471,0.476486,1.5000000000042757e-05
R174,JOB015,R174_CF_DEGREE,degree,B.Tech,0.476471,0.402863,-0.07360799999999995
R174,JOB015,R174_CF_COURSE,course,Computer Technology,0.476471,0.476985,0.0005140000000000144
R174,JOB015,R174_CF_AGE,age,39,0.476471,0.476471,0.0
R174,JOB015,R174_CF_EXPERIENCE,experience,144,0.476471,0.476471,0.0
R175,JOB014,R175_CF_NAME,name,Arjun Sharma,0.47995,0.48184,0.0018900000000000028
R175,JOB014,R175_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.47995,0.476975,-0.0029750000000000054
R175,JOB014,R175_CF_CITY,city,Ahmedabad,0.47995,0.478529,-0.0014210000000000056
R175,JOB014,R175_CF_DEGREE,degree,B.Sc,0.47995,0.409082,-0.07086799999999999
R175,JOB014,R175_CF_COURSE,course,Hospitality Management,0.47995,0.476684,-0.003265999999999991
R175,JOB014,R175_CF_AGE,age,39,0.47995,0.47995,0.0
R175,JOB014,R175_CF_EXPERIENCE,experience,84,0.47995,0.47995,0.0
R176,JOB024,R176_CF_NAME,name,Aditya Verma,0.382547,0.380464,-0.0020830000000000015
R176,JOB024,R176_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.382547,0.380924,-0.001623000000000041
R176,JOB024,R176_CF_CITY,city,Kolkata,0.382547,0.382663,0.00011599999999994948
R176,JOB024,R176_CF_AGE,age,38,0.382547,0.383154,0.0006069999999999687
R176,JOB024,R176_CF_EXPERIENCE,experience,108,0.382547,0.383154,0.0006069999999999687
R177,JOB009,R177_CF_NAME,name,Neha Kapoor,0.405788,0.405666,-0.00012199999999995548
R177,JOB009,R177_CF_COLLEGE,college,Indian Institute of Technology Madras,0.405788,0.406094,0.00030600000000002847
R177,JOB009,R177_CF_CITY,city,Bangalore,0.405788,0.405906,0.00011800000000000699
R177,JOB009,R177_CF_DEGREE,degree,BBA,0.405788,0.406856,0.0010680000000000134
R177,JOB009,R177_CF_COURSE,course,Information Technology,0.405788,0.476936,0.07114800000000004
R177,JOB009,R177_CF_AGE,age,42,0.405788,0.405788,0.0
R177,JOB009,R177_CF_EXPERIENCE,experience,132,0.405788,0.405727,-6.099999999997774e-05
R178,JOB025,R178_CF_NAME,name,Vikram Reddy,0.620253,0.621033,0.0007799999999998919
R178,JOB025,R178_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.620253,0.620149,-0.00010400000000010401
R178,JOB025,R178_CF_CITY,city,Delhi,0.620253,0.620083,-0.00017000000000000348
R178,JOB025,R178_CF_DEGREE,degree,BBA,0.620253,0.619764,-0.0004890000000000727
R178,JOB025,R178_CF_COURSE,course,Management,0.620253,0.560253,-0.06000000000000005
R178,JOB025,R178_CF_AGE,age,40,0.620253,0.620253,0.0
R178,JOB025,R178_CF_EXPERIENCE,experience,120,0.620253,0.620253,0.0
R179,JOB008,R179_CF_NAME,name,Divya Rao,0.484205,0.485583,0.0013779999999999903
R179,JOB008,R179_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.484205,0.484373,0.00016800000000000148
R179,JOB008,R179_CF_CITY,city,Mumbai,0.484205,0.484829,0.0006240000000000134
R179,JOB008,R179_CF_DEGREE,degree,Bachelor,0.484205,0.484087,-0.00011800000000000699
R179,JOB008,R179_CF_COURSE,course,Computer Science,0.484205,0.484368,0.00016300000000002424
R179,JOB008,R179_CF_AGE,age,33,0.484205,0.484087,-0.00011800000000000699
R179,JOB008,R179_CF_EXPERIENCE,experience,84,0.484205,0.484087,-0.00011800000000000699
R180,JOB024,R180_CF_NAME,name,Rohan Gupta,0.476201,0.473356,-0.0028449999999999864
R180,JOB024,R180_CF_COLLEGE,college,NIT Tiruchirappalli,0.476201,0.474767,-0.0014339999999999908
R180,JOB024,R180_CF_CITY,city,Chennai,0.476201,0.475937,-0.00026399999999998647
R180,JOB024,R180_CF_DEGREE,degree,MBA,0.476201,0.409286,-0.066915
R180,JOB024,R180_CF_COURSE,course,Computer Science,0.476201,0.550702,0.07450100000000004
R180,JOB024,R180_CF_AGE,age,42,0.476201,0.477502,0.0013009999999999966
R180,JOB024,R180_CF_EXPERIENCE,experience,108,0.476201,0.47852,0.0023190000000000155
R181,JOB007,R181_CF_NAME,name,Priya Nair,0.701831,0.70253,0.0006990000000000052
R181,JOB007,R181_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.701831,0.700232,-0.001599000000000017
R181,JOB007,R181_CF_CITY,city,Hyderabad,0.701831,0.702558,0.0007270000000000332
R181,JOB007,R181_CF_DEGREE,degree,M.E.,0.701831,0.613596,-0.08823499999999995
R181,JOB007,R181_CF_COURSE,course,Mechanical Engineering,0.701831,0.630696,-0.07113499999999995
R181,JOB007,R181_CF_AGE,age,32,0.701831,0.701831,0.0
R181,JOB007,R181_CF_EXPERIENCE,experience,36,0.701831,0.702588,0.0007570000000000077
R182,JOB023,R182_CF_NAME,name,Ananya Iyer,0.482672,0.472997,-0.00967499999999999
R182,JOB023,R182_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.482672,0.475966,-0.00670599999999999
R182,JOB023,R182_CF_CITY,city,Hyderabad,0.482672,0.480642,-0.0020299999999999763
R182,JOB023,R182_CF_DEGREE,degree,MCA,0.482672,0.406593,-0.07607900000000001
R182,JOB023,R182_CF_COURSE,course,Mechanical Engineering,0.482672,0.475609,-0.007062999999999986
R182,JOB023,R182_CF_AGE,age,37,0.482672,0.4812,-0.0014719999999999733
R182,JOB023,R182_CF_EXPERIENCE,experience,84,0.482672,0.483523,0.0008509999999999907
R183,JOB020,R183_CF_NAME,name,Ishita Chopra,0.410994,0.407505,-0.00348900000000002
R183,JOB020,R183_CF_COLLEGE,college,BITS Pilani,0.410994,0.405786,-0.005208000000000046
R183,JOB020,R183_CF_CITY,city,Bangalore,0.410994,0.407478,-0.003516000000000019
R183,JOB020,R183_CF_AGE,age,38,0.410994,0.408753,-0.0022410000000000485
R183,JOB020,R183_CF_EXPERIENCE,experience,108,0.410994,0.40923,-0.0017640000000000433
R184,JOB009,R184_CF_NAME,name,Arjun Sharma,0.449681,0.449448,-0.00023299999999998322
R184,JOB009,R184_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.449681,0.447901,-0.0017800000000000038
R184,JOB009,R184_CF_CITY,city,Bangalore,0.449681,0.450152,0.0004709999999999992
R184,JOB009,R184_CF_DEGREE,degree,M.Tech,0.449681,0.448888,-0.0007929999999999882
R184,JOB009,R184_CF_AGE,age,33,0.449681,0.449681,0.0
R184,JOB009,R184_CF_EXPERIENCE,experience,60,0.449681,0.449681,0.0
R185,JOB020,R185_CF_NAME,name,Aditya Verma,0.410655,0.408485,-0.0021700000000000053
R185,JOB020,R185_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.410655,0.404983,-0.00567200000000001
R185,JOB020,R185_CF_CITY,city,Mumbai,0.410655,0.408664,-0.001990999999999965
R185,JOB020,R185_CF_AGE,age,40,0.410655,0.409303,-0.0013520000000000199
R185,JOB020,R185_CF_EXPERIENCE,experience,108,0.410655,0.40876,-0.00189499999999998
R186,JOB003,R186_CF_NAME,name,Neha Kapoor,0.401229,0.404659,0.0034299999999999886
R186,JOB003,R186_CF_COLLEGE,college,Indian Institute of Technology Madras,0.401229,0.40369,0.002460999999999991
R186,JOB003,R186_CF_CITY,city,Chennai,0.401229,0.402739,0.0015100000000000113
R186,JOB003,R186_CF_DEGREE,degree,B.A. LL.B.,0.401229,0.403417,0.0021880000000000233
R186,JOB003,R186_CF_COURSE,course,Law,0.401229,0.402411,0.0011820000000000164
R186,JOB003,R186_CF_AGE,age,38,0.401229,0.402411,0.0011820000000000164
R186,JOB003,R186_CF_EXPERIENCE,experience,120,0.401229,0.402411,0.0011820000000000164
R187,JOB003,R187_CF_NAME,name,Vikram Reddy,0.486806,0.488377,0.001570999999999989
R187,JOB003,R187_CF_COLLEGE,college,Indian Institute of Technology Madras,0.486806,0.488041,0.0012349999999999861
R187,JOB003,R187_CF_CITY,city,Chennai,0.486806,0.487266,0.00045999999999996044
R187,JOB003,R187_CF_DEGREE,degree,LLM,0.486806,0.486806,0.0
R187,JOB003,R187_CF_COURSE,course,Human Resources,0.486806,0.416597,-0.07020900000000002
R187,JOB003,R187_CF_AGE,age,41,0.486806,0.486806,0.0
R187,JOB003,R187_CF_EXPERIENCE,experience,121,0.486806,0.486806,0.0
R188,JOB019,R188_CF_NAME,name,Vikram Reddy,0.391078,0.388892,-0.0021859999999999657
R188,JOB019,R188_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.391078,0.392149,0.0010710000000000441
R188,JOB019,R188_CF_CITY,city,Hyderabad,0.391078,0.392876,0.0017980000000000218
R188,JOB019,R188_CF_DEGREE,degree,Diploma,0.391078,0.391336,0.000258000000000036
R188,JOB019,R188_CF_COURSE,course,Human Resources,0.391078,0.391078,0.0
R188,JOB019,R188_CF_AGE,age,49,0.391078,0.391078,0.0
R188,JOB019,R188_CF_EXPERIENCE,experience,216,0.391078,0.391078,0.0
R189,JOB005,R189_CF_NAME,name,Rohan Gupta,0.489773,0.495359,0.00558599999999998
R189,JOB005,R189_CF_COLLEGE,college,NIT Tiruchirappalli,0.489773,0.48889,-0.0008830000000000227
R189,JOB005,R189_CF_CITY,city,Ahmedabad,0.489773,0.488327,-0.0014460000000000028
R189,JOB005,R189_CF_DEGREE,degree,M.Com,0.489773,0.489264,-0.0005090000000000372
