resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,delta
R034,JOB016,R034_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Hyderabad,0.479912,0.478881,-0.0010310000000000041
R034,JOB016,R034_CF_DEGREE_COURSE,degree+course,LLM | Civil Engineering,0.479912,0.409324,-0.07058799999999998
R034,JOB016,R034_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.479912,0.481963,0.0020509999999999695
R034,JOB016,R034_CF_NAME_CITY,name+city,Vikram Reddy | Hyderabad,0.479912,0.481912,0.0020000000000000018
R034,JOB016,R034_CF_DEGREE_AGE,degree+age,LLM | 35,0.479912,0.479912,0.0
R034,JOB016,R034_CF_COURSE_EXPERIENCE,course+experience,Civil Engineering | 108,0.479912,0.409324,-0.07058799999999998
R034,JOB016,R034_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 108,0.479912,0.478241,-0.001670999999999978
R034,JOB016,R034_CF_NAME_AGE,name+age,Vikram Reddy | 35,0.479912,0.480983,0.0010709999999999886
R035,JOB020,R035_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Ahmedabad,0.502779,0.504493,0.0017139999999999933
R035,JOB020,R035_CF_DEGREE_COURSE,degree+course,Diploma | Computer Science,0.502779,0.414752,-0.08802699999999997
R035,JOB020,R035_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Divya Rao,0.502779,0.504583,0.0018040000000000278
R035,JOB020,R035_CF_NAME_CITY,name+city,Divya Rao | Ahmedabad,0.502779,0.50461,0.001831000000000027
R035,JOB020,R035_CF_DEGREE_AGE,degree+age,Diploma | 43,0.502779,0.414752,-0.08802699999999997
R035,JOB020,R035_CF_COURSE_EXPERIENCE,course+experience,Computer Science | 137,0.502779,0.502794,1.4999999999987246e-05
R035,JOB020,R035_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 137,0.502779,0.504484,0.0017050000000000676
R035,JOB020,R035_CF_NAME_AGE,name+age,Divya Rao | 43,0.502779,0.504499,0.0017200000000000548
R036,JOB012,R036_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Kolkata,0.54974,0.548985,-0.0007550000000000612
R036,JOB012,R036_CF_DEGREE_COURSE,degree+course,M.Com | Electronics and Telecommunication,0.54974,0.427837,-0.12190299999999998
R036,JOB012,R036_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Divya Rao,0.54974,0.54772,-0.0020200000000000218
R036,JOB012,R036_CF_NAME_CITY,name+city,Divya Rao | Kolkata,0.54974,0.548543,-0.0011970000000000036
R036,JOB012,R036_CF_DEGREE_AGE,degree+age,M.Com | 27,0.54974,0.48974,-0.06
R036,JOB012,R036_CF_COURSE_EXPERIENCE,course+experience,Electronics and Telecommunication | 27,0.54974,0.487837,-0.061902999999999986
R036,JOB012,R036_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 27,0.54974,0.548713,-0.0010270000000000001
R036,JOB012,R036_CF_NAME_AGE,name+age,Divya Rao | 27,0.54974,0.548862,-0.0008780000000000454
R037,JOB009,R037_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Bangalore,0.449614,0.448407,-0.0012070000000000136
R037,JOB009,R037_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.449614,0.448536,-0.0010780000000000234
R037,JOB009,R037_CF_NAME_CITY,name+city,Priya Nair | Bangalore,0.449614,0.448503,-0.0011110000000000286
R037,JOB009,R037_CF_DEGREE_AGE,degree+age,B.Com | 33,0.449614,0.377632,-0.07198199999999999
R037,JOB009,R037_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 60,0.449614,0.447976,-0.0016380000000000283
R037,JOB009,R037_CF_NAME_AGE,name+age,Priya Nair | 33,0.449614,0.447876,-0.0017380000000000173
R038,JOB018,R038_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Delhi,0.405805,0.406121,0.00031599999999998296
R038,JOB018,R038_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.405805,0.407101,0.0012959999999999638
R038,JOB018,R038_CF_NAME_CITY,name+city,Ananya Iyer | Delhi,0.405805,0.40759,0.001784999999999981
R038,JOB018,R038_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 108,0.405805,0.405771,-3.4000000000034e-05
R038,JOB018,R038_CF_NAME_AGE,name+age,Ananya Iyer | 32,0.405805,0.40714,0.001334999999999975
R039,JOB014,R039_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Chennai,0.484053,0.478284,-0.005769000000000024
R039,JOB014,R039_CF_DEGREE_COURSE,degree+course,B.Sc | Hotel Management,0.484053,0.411091,-0.07296200000000003
R039,JOB014,R039_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Arjun Sharma,0.484053,0.480412,-0.0036410000000000053
R039,JOB014,R039_CF_NAME_CITY,name+city,Arjun Sharma | Chennai,0.484053,0.485361,0.0013079999999999758
R039,JOB014,R039_CF_DEGREE_AGE,degree+age,B.Sc | 36,0.484053,0.414954,-0.06909900000000002
R039,JOB014,R039_CF_COURSE_EXPERIENCE,course+experience,Hotel Management | 84,0.484053,0.483895,-0.00015799999999999148
R039,JOB014,R039_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 84,0.484053,0.477751,-0.00630200000000003
R039,JOB014,R039_CF_NAME_AGE,name+age,Arjun Sharma | 36,0.484053,0.484602,0.0005489999999999662
R040,JOB016,R040_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Pune,0.570059,0.569557,-0.0005020000000000024
R040,JOB016,R040_CF_DEGREE_COURSE,degree+course,B.Sc | Law,0.570059,0.431867,-0.13819199999999998
R040,JOB016,R040_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Arjun Sharma,0.570059,0.563606,-0.006452999999999931
R040,JOB016,R040_CF_NAME_CITY,name+city,Arjun Sharma | Pune,0.570059,0.566523,-0.0035359999999999836
R040,JOB016,R040_CF_DEGREE_AGE,degree+age,B.Sc | 34,0.570059,0.502337,-0.06772199999999995
R040,JOB016,R040_CF_COURSE_EXPERIENCE,course+experience,Law | 63,0.570059,0.501879,-0.06818000000000002
R040,JOB016,R040_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 63,0.570059,0.570102,4.300000000001525e-05
R040,JOB016,R040_CF_NAME_AGE,name+age,Arjun Sharma | 34,0.570059,0.565664,-0.004395000000000038
R041,JOB016,R041_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Pune,0.499956,0.500502,0.0005459999999999909
R041,JOB016,R041_CF_DEGREE_COURSE,degree+course,LLB | Business Administration,0.499956,0.440754,-0.05920200000000003
R041,JOB016,R041_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Aditya Verma,0.499956,0.500051,9.500000000001174e-05
R041,JOB016,R041_CF_NAME_CITY,name+city,Aditya Verma | Pune,0.499956,0.500604,0.0006480000000000374
R041,JOB016,R041_CF_DEGREE_AGE,degree+age,LLB | 35,0.499956,0.499956,0.0
R041,JOB016,R041_CF_COURSE_EXPERIENCE,course+experience,Business Administration | 72,0.499956,0.440754,-0.05920200000000003
R041,JOB016,R041_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 72,0.499956,0.499972,1.6000000000016e-05
R041,JOB016,R041_CF_NAME_AGE,name+age,Aditya Verma | 35,0.499956,0.500051,9.500000000001174e-05
R042,JOB024,R042_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Ahmedabad,0.468841,0.468396,-0.0004450000000000287
R042,JOB024,R042_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Karan Mehta,0.468841,0.467612,-0.00122899999999998
R042,JOB024,R042_CF_NAME_CITY,name+city,Karan Mehta | Ahmedabad,0.468841,0.46621,-0.0026309999999999945
R042,JOB024,R042_CF_DEGREE_AGE,degree+age,B.A | 33,0.468841,0.398253,-0.07058799999999998
R042,JOB024,R042_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 72,0.468841,0.468988,0.00014700000000000824
R042,JOB024,R042_CF_NAME_AGE,name+age,Karan Mehta | 33,0.468841,0.467437,-0.0014040000000000163
R043,JOB025,R043_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Bangalore,0.628182,0.628186,4.000000000004e-06
R043,JOB025,R043_CF_DEGREE_COURSE,degree+course,Bachelor | Operations Management,0.628182,0.48707,-0.14111200000000002
R043,JOB025,R043_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.628182,0.630076,0.0018939999999999513
R043,JOB025,R043_CF_NAME_CITY,name+city,Vikram Reddy | Bangalore,0.628182,0.629283,0.0011010000000000186
R043,JOB025,R043_CF_DEGREE_AGE,degree+age,Bachelor | 29,0.628182,0.558443,-0.069739
R043,JOB025,R043_CF_COURSE_EXPERIENCE,course+experience,Operations Management | 36,0.628182,0.558747,-0.06943500000000002
R043,JOB025,R043_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 36,0.628182,0.629794,0.0016119999999999468
R043,JOB025,R043_CF_NAME_AGE,name+age,Vikram Reddy | 29,0.628182,0.630428,0.0022459999999999702
R044,JOB002,R044_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Bangalore,0.341867,0.341335,-0.0005319999999999769
R044,JOB002,R044_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Divya Rao,0.341867,0.341021,-0.0008459999999999579
R044,JOB002,R044_CF_NAME_CITY,name+city,Divya Rao | Bangalore,0.341867,0.341688,-0.00017899999999998473
R044,JOB002,R044_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 22,0.341867,0.387512,0.04564500000000005
R044,JOB002,R044_CF_NAME_AGE,name+age,Divya Rao | 30,0.341867,0.341375,-0.0004919999999999924
R045,JOB021,R045_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Mumbai,0.416146,0.414153,-0.0019930000000000225
R045,JOB021,R045_CF_DEGREE_COURSE,degree+course,MBA | Electrical and Electronics Engineering,0.416146,0.419507,0.003361000000000003
R045,JOB021,R045_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Divya Rao,0.416146,0.414482,-0.0016639999999999988
R045,JOB021,R045_CF_NAME_CITY,name+city,Divya Rao | Mumbai,0.416146,0.416049,-9.700000000001374e-05
R045,JOB021,R045_CF_DEGREE_AGE,degree+age,MBA | 27,0.416146,0.420113,0.003966999999999998
R045,JOB021,R045_CF_COURSE_EXPERIENCE,course+experience,Electrical and Electronics Engineering | 36,0.416146,0.41757,0.0014239999999999808
R045,JOB021,R045_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 36,0.416146,0.415379,-0.0007670000000000177
R045,JOB021,R045_CF_NAME_AGE,name+age,Divya Rao | 27,0.416146,0.416431,0.0002849999999999797
R046,JOB024,R046_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Chennai,0.468421,0.467328,-0.0010929999999999551
R046,JOB024,R046_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.468421,0.467046,-0.0013749999999999596
R046,JOB024,R046_CF_NAME_CITY,name+city,Priya Nair | Chennai,0.468421,0.467683,-0.0007379999999999609
R046,JOB024,R046_CF_DEGREE_AGE,degree+age,MCA | 32,0.468421,0.468421,0.0
R046,JOB024,R046_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 72,0.468421,0.467031,-0.0013900000000000023
R046,JOB024,R046_CF_NAME_AGE,name+age,Priya Nair | 32,0.468421,0.467425,-0.0009959999999999969
R047,JOB002,R047_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Chennai,0.553994,0.550375,-0.003619000000000039
R047,JOB002,R047_CF_DEGREE_COURSE,degree+course,BCA | Commerce and Law,0.553994,0.410795,-0.14319899999999997
R047,JOB002,R047_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.553994,0.549489,-0.004504999999999981
R047,JOB002,R047_CF_NAME_CITY,name+city,Ananya Iyer | Chennai,0.553994,0.549734,-0.0042600000000000415
R047,JOB002,R047_CF_DEGREE_AGE,degree+age,BCA | 34,0.553994,0.48204,-0.07195399999999996
R047,JOB002,R047_CF_COURSE_EXPERIENCE,course+experience,Commerce and Law | 108,0.553994,0.482945,-0.07104899999999997
R047,JOB002,R047_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 108,0.553994,0.552043,-0.001951000000000036
R047,JOB002,R047_CF_NAME_AGE,name+age,Ananya Iyer | 34,0.553994,0.550856,-0.003137999999999974
R048,JOB001,R048_CF_COLLEGE_CITY,college+city,BITS Pilani | Pune,0.463657,0.461804,-0.0018529999999999935
R048,JOB001,R048_CF_DEGREE_COURSE,degree+course,M.Tech | Electronics,0.463657,0.40162,-0.06203700000000001
R048,JOB001,R048_CF_COLLEGE_NAME,college+name,BITS Pilani | Ishita Chopra,0.463657,0.458117,-0.005539999999999989
R048,JOB001,R048_CF_NAME_CITY,name+city,Ishita Chopra | Pune,0.463657,0.461465,-0.0021919999999999717
R048,JOB001,R048_CF_DEGREE_AGE,degree+age,M.Tech | 35,0.463657,0.471154,0.007497000000000031
R048,JOB001,R048_CF_COURSE_EXPERIENCE,course+experience,Electronics | 63,0.463657,0.398892,-0.06476499999999996
R048,JOB001,R048_CF_COLLEGE_EXPERIENCE,college+experience,BITS Pilani | 63,0.463657,0.461306,-0.002350999999999992
R048,JOB001,R048_CF_NAME_AGE,name+age,Ishita Chopra | 35,0.463657,0.459805,-0.0038519999999999666
R049,JOB018,R049_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Ahmedabad,0.409456,0.407252,-0.0022039999999999837
R049,JOB018,R049_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Arjun Sharma,0.409456,0.408132,-0.0013239999999999919
R049,JOB018,R049_CF_NAME_CITY,name+city,Arjun Sharma | Ahmedabad,0.409456,0.407945,-0.0015109999999999846
R049,JOB018,R049_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 108,0.409456,0.408366,-0.0010899999999999799
R049,JOB018,R049_CF_NAME_AGE,name+age,Arjun Sharma | 37,0.409456,0.409127,-0.0003289999999999682
R050,JOB005,R050_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Kolkata,0.487,0.487288,0.00028800000000001047
R050,JOB005,R050_CF_DEGREE_COURSE,degree+course,B.A. LL.B. | Sociology,0.487,0.490065,0.0030649999999999844
R050,JOB005,R050_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Neha Kapoor,0.487,0.487928,0.0009279999999999844
R050,JOB005,R050_CF_NAME_CITY,name+city,Neha Kapoor | Kolkata,0.487,0.488407,0.0014069999999999916
R050,JOB005,R050_CF_DEGREE_AGE,degree+age,B.A. LL.B. | 29,0.487,0.489863,0.0028630000000000044
R050,JOB005,R050_CF_COURSE_EXPERIENCE,course+experience,Sociology | 60,0.487,0.487863,0.0008630000000000027
R050,JOB005,R050_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 60,0.487,0.487045,4.500000000001725e-05
R050,JOB005,R050_CF_NAME_AGE,name+age,Neha Kapoor | 29,0.487,0.488145,0.0011450000000000071
R051,JOB019,R051_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Bangalore,0.464762,0.464667,-9.500000000001174e-05
R051,JOB019,R051_CF_DEGREE_COURSE,degree+course,LLM | Electrical Engineering,0.464762,0.395148,-0.06961400000000001
R051,JOB019,R051_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Karan Mehta,0.464762,0.467015,0.002253000000000005
R051,JOB019,R051_CF_NAME_CITY,name+city,Karan Mehta | Bangalore,0.464762,0.466486,0.0017240000000000033
R051,JOB019,R051_CF_DEGREE_AGE,degree+age,LLM | 50,0.464762,0.394174,-0.07058799999999998
R051,JOB019,R051_CF_COURSE_EXPERIENCE,course+experience,Electrical Engineering | 216,0.464762,0.465736,0.0009739999999999749
R051,JOB019,R051_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 216,0.464762,0.465293,0.0005310000000000037
R051,JOB019,R051_CF_NAME_AGE,name+age,Karan Mehta | 50,0.464762,0.467363,0.0026009999999999645
R052,JOB011,R052_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Mumbai,0.578486,0.578926,0.00044000000000010697
R052,JOB011,R052_CF_DEGREE_COURSE,degree+course,Diploma | Data Science,0.578486,0.507898,-0.07058799999999998
R052,JOB011,R052_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.578486,0.576008,-0.0024779999999999802
R052,JOB011,R052_CF_NAME_CITY,name+city,Vikram Reddy | Mumbai,0.578486,0.576115,-0.002370999999999901
R052,JOB011,R052_CF_DEGREE_AGE,degree+age,Diploma | 31,0.578486,0.507898,-0.07058799999999998
R052,JOB011,R052_CF_COURSE_EXPERIENCE,course+experience,Data Science | 48,0.578486,0.578332,-0.00015399999999998748
R052,JOB011,R052_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 48,0.578486,0.578408,-7.799999999991147e-05
R052,JOB011,R052_CF_NAME_AGE,name+age,Vikram Reddy | 31,0.578486,0.57578,-0.002705999999999986
R053,JOB007,R053_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Chennai,0.503801,0.505161,0.0013599999999999168
R053,JOB007,R053_CF_DEGREE_COURSE,degree+course,M.Com | Science,0.503801,0.485105,-0.018696000000000046
R053,JOB007,R053_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Vikram Reddy,0.503801,0.502356,-0.0014450000000000296
R053,JOB007,R053_CF_NAME_CITY,name+city,Vikram Reddy | Chennai,0.503801,0.503729,-7.2000000000072e-05
R053,JOB007,R053_CF_DEGREE_AGE,degree+age,M.Com | 32,0.503801,0.415324,-0.08847700000000003
R053,JOB007,R053_CF_COURSE_EXPERIENCE,course+experience,Science | 48,0.503801,0.573548,0.06974699999999989
R053,JOB007,R053_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 48,0.503801,0.503691,-0.0001100000000000545
R053,JOB007,R053_CF_NAME_AGE,name+age,Vikram Reddy | 32,0.503801,0.501335,-0.0024660000000000792
R054,JOB021,R054_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Chennai,0.42376,0.421774,-0.0019860000000000433
R054,JOB021,R054_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.42376,0.421351,-0.00240900000000005
R054,JOB021,R054_CF_NAME_CITY,name+city,Rohan Gupta | Chennai,0.42376,0.424202,0.00044199999999999795
R054,JOB021,R054_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 108,0.42376,0.421246,-0.0025140000000000162
R054,JOB021,R054_CF_NAME_AGE,name+age,Rohan Gupta | 37,0.42376,0.42374,-2.0000000000020002e-05
R055,JOB019,R055_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Hyderabad,0.393524,0.393271,-0.0002530000000000032
R055,JOB019,R055_CF_DEGREE_COURSE,degree+course,B.Com | Biotechnology,0.393524,0.393872,0.00034800000000001496
R055,JOB019,R055_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.393524,0.390404,-0.0031200000000000117
R055,JOB019,R055_CF_NAME_CITY,name+city,Priya Nair | Hyderabad,0.393524,0.392441,-0.0010830000000000006
R055,JOB019,R055_CF_DEGREE_AGE,degree+age,B.Com | 51,0.393524,0.393872,0.00034800000000001496
R055,JOB019,R055_CF_COURSE_EXPERIENCE,course+experience,Biotechnology | 216,0.393524,0.392995,-0.0005290000000000017
R055,JOB019,R055_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 216,0.393524,0.392588,-0.0009359999999999924
R055,JOB019,R055_CF_NAME_AGE,name+age,Priya Nair | 51,0.393524,0.391313,-0.002210999999999963
R056,JOB016,R056_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Ahmedabad,0.487212,0.481365,-0.005846999999999991
R056,JOB016,R056_CF_DEGREE_COURSE,degree+course,B.Sc | Finance,0.487212,0.42098,-0.06623199999999996
R056,JOB016,R056_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.487212,0.483526,-0.003685999999999967
R056,JOB016,R056_CF_NAME_CITY,name+city,Ananya Iyer | Ahmedabad,0.487212,0.481138,-0.006073999999999968
R056,JOB016,R056_CF_DEGREE_AGE,degree+age,B.Sc | 34,0.487212,0.423324,-0.063888
R056,JOB016,R056_CF_COURSE_EXPERIENCE,course+experience,Finance | 63,0.487212,0.49089,0.0036780000000000146
R056,JOB016,R056_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 63,0.487212,0.488582,0.0013700000000000379
R056,JOB016,R056_CF_NAME_AGE,name+age,Ananya Iyer | 34,0.487212,0.489565,0.002352999999999994
R057,JOB018,R057_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Kolkata,0.402871,0.406269,0.003398000000000012
R057,JOB018,R057_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Ishita Chopra,0.402871,0.405457,0.0025860000000000327
R057,JOB018,R057_CF_NAME_CITY,name+city,Ishita Chopra | Kolkata,0.402871,0.407751,0.0048799999999999955
R057,JOB018,R057_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 108,0.402871,0.404511,0.0016400000000000303
R057,JOB018,R057_CF_NAME_AGE,name+age,Ishita Chopra | 34,0.402871,0.405446,0.002574999999999994
R058,JOB003,R058_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Bangalore,0.556431,0.559794,0.003363000000000005
R058,JOB003,R058_CF_DEGREE_COURSE,degree+course,BBA | Computer Technology,0.556431,0.40359,-0.152841
R058,JOB003,R058_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Aditya Verma,0.556431,0.555475,-0.0009559999999999569
R058,JOB003,R058_CF_NAME_CITY,name+city,Aditya Verma | Bangalore,0.556431,0.55369,-0.0027409999999999934
R058,JOB003,R058_CF_DEGREE_AGE,degree+age,BBA | 37,0.556431,0.474157,-0.08227400000000001
R058,JOB003,R058_CF_COURSE_EXPERIENCE,course+experience,Computer Technology | 120,0.556431,0.490769,-0.065662
R058,JOB003,R058_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 120,0.556431,0.561476,0.005044999999999966
R058,JOB003,R058_CF_NAME_AGE,name+age,Aditya Verma | 37,0.556431,0.555247,-0.0011839999999999629
R059,JOB011,R059_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Delhi,0.511329,0.507566,-0.003763000000000072
R059,JOB011,R059_CF_DEGREE_COURSE,degree+course,BBA | Hospitality Management,0.511329,0.508949,-0.0023800000000000487
R059,JOB011,R059_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Neha Kapoor,0.511329,0.507698,-0.003631000000000051
R059,JOB011,R059_CF_NAME_CITY,name+city,Neha Kapoor | Delhi,0.511329,0.510926,-0.0004030000000000422
R059,JOB011,R059_CF_DEGREE_AGE,degree+age,BBA | 32,0.511329,0.512448,0.0011189999999999811
R059,JOB011,R059_CF_COURSE_EXPERIENCE,course+experience,Hospitality Management | 48,0.511329,0.509595,-0.0017340000000000133
R059,JOB011,R059_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 48,0.511329,0.507655,-0.003674000000000066
R059,JOB011,R059_CF_NAME_AGE,name+age,Neha Kapoor | 32,0.511329,0.511455,0.00012599999999995948
R060,JOB003,R060_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Mumbai,0.422215,0.420226,-0.0019890000000000185
R060,JOB003,R060_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Karan Mehta,0.422215,0.41898,-0.003234999999999988
R060,JOB003,R060_CF_NAME_CITY,name+city,Karan Mehta | Mumbai,0.422215,0.422072,-0.00014300000000000423
R060,JOB003,R060_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 36,0.422215,0.420217,-0.0019979999999999998
R060,JOB003,R060_CF_NAME_AGE,name+age,Karan Mehta | 30,0.422215,0.421671,-0.0005439999999999889
R061,JOB011,R061_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Pune,0.557598,0.557377,-0.00022100000000002673
R061,JOB011,R061_CF_DEGREE_COURSE,degree+course,Bachelor | Information Technology,0.557598,0.558818,0.0012199999999999989
R061,JOB011,R061_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.557598,0.556381,-0.0012170000000000236
R061,JOB011,R061_CF_NAME_CITY,name+city,Vikram Reddy | Pune,0.557598,0.55796,0.00036199999999997345
R061,JOB011,R061_CF_DEGREE_AGE,degree+age,Bachelor | 35,0.557598,0.558818,0.0012199999999999989
R061,JOB011,R061_CF_COURSE_EXPERIENCE,course+experience,Information Technology | 108,0.557598,0.557598,0.0
R061,JOB011,R061_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 108,0.557598,0.557255,-0.00034300000000009323
R061,JOB011,R061_CF_NAME_AGE,name+age,Vikram Reddy | 35,0.557598,0.557832,0.00023399999999995647
R062,JOB003,R062_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Hyderabad,0.487348,0.4858,-0.0015479999999999938
R062,JOB003,R062_CF_DEGREE_COURSE,degree+course,M.E. | Management,0.487348,0.415615,-0.07173299999999999
R062,JOB003,R062_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Divya Rao,0.487348,0.486505,-0.0008429999999999827
R062,JOB003,R062_CF_NAME_CITY,name+city,Divya Rao | Hyderabad,0.487348,0.48742,7.20000000000165e-05
R062,JOB003,R062_CF_DEGREE_AGE,degree+age,M.E. | 40,0.487348,0.487348,0.0
R062,JOB003,R062_CF_COURSE_EXPERIENCE,course+experience,Management | 121,0.487348,0.415615,-0.07173299999999999
R062,JOB003,R062_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 121,0.487348,0.485913,-0.0014350000000000196
R062,JOB003,R062_CF_NAME_AGE,name+age,Divya Rao | 40,0.487348,0.487378,2.999999999997449e-05
R063,JOB002,R063_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Ahmedabad,0.390427,0.392473,0.0020459999999999923
R063,JOB002,R063_CF_DEGREE_COURSE,degree+course,MCA | Computer Science,0.390427,0.391494,0.0010669999999999846
R063,JOB002,R063_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.390427,0.393338,0.002910999999999997
R063,JOB002,R063_CF_NAME_CITY,name+city,Rohan Gupta | Ahmedabad,0.390427,0.391163,0.0007359999999999589
R063,JOB002,R063_CF_DEGREE_AGE,degree+age,MCA | 34,0.390427,0.391906,0.0014789999999999526
R063,JOB002,R063_CF_COURSE_EXPERIENCE,course+experience,Computer Science | 78,0.390427,0.391888,0.00146099999999999
R063,JOB002,R063_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 78,0.390427,0.393222,0.002794999999999992
